student_id,course_id,attendance_rate,avg_session_duration_pct,consecutive_absences,assignment_submission_rate,avg_assignment_score,late_submission_count,exam_score_avg,exam_improvement_trend,at_risk,pass_fail,predicted_grade
s_1312,c_1,0.872,0.855,0,0.907,78.73,0,61.68,0.0271,0,1,B
s_1313,c_2,0.333,0.612,3,0.534,47.25,3,51.01,-0.0286,1,0,F
s_1314,c_3,0.68,0.681,0,0.743,69.86,2,53.04,0.0931,0,1,C
s_1315,c_1,0.849,0.792,0,0.596,58.67,0,63.2,0.0145,0,1,C
s_1316,c_3,0.832,0.611,0,0.874,78.79,0,63.7,0.0166,0,1,B
s_1317,c_2,0.843,0.791,1,0.907,85.74,1,81.67,0.1075,0,1,A
s_1318,c_5,0.91,0.909,0,1.0,80.07,0,74.76,0.0436,0,1,A
s_1319,c_4,0.839,0.549,2,0.832,60.74,0,73.32,0.0623,0,1,B
s_1320,c_4,0.867,0.86,0,0.744,64.58,0,67.93,0.0687,0,1,B
s_1321,c_2,0.546,0.785,1,0.673,41.03,2,53.41,-0.0154,1,0,F
s_1322,c_4,0.827,0.874,0,0.85,57.7,1,66.66,0.0124,0,1,C
s_1323,c_2,0.591,0.713,0,0.699,64.59,0,54.62,0.0022,0,1,D
s_1324,c_1,0.482,0.366,4,0.204,23.56,5,48.63,-0.1139,1,0,F
s_1325,c_3,0.678,0.618,0,0.77,70.42,2,71.44,-0.0181,0,1,B
s_1326,c_1,0.579,0.651,0,0.679,70.21,0,63.64,-0.0073,0,1,C
s_1327,c_2,0.616,0.833,0,0.763,62.77,2,70.48,-0.0392,0,1,C
s_1328,c_3,0.709,0.646,2,0.681,45.31,2,74.52,0.0117,1,0,C
s_1329,c_1,0.903,0.84,0,0.895,88.05,0,86.19,0.0445,0,1,A
s_1330,c_1,0.622,0.856,0,0.608,59.83,2,73.02,-0.0199,1,0,C
s_1331,c_1,0.586,0.719,1,0.66,44.97,4,68.74,0.0577,1,0,D
s_1332,c_3,0.826,0.795,0,0.958,75.6,0,69.98,0.096,0,1,B
s_1333,c_3,0.894,0.777,0,0.919,71.18,0,75.1,0.068,0,1,B
s_1334,c_4,0.904,0.899,0,0.91,92.64,0,69.59,0.1107,0,1,A
s_1335,c_2,0.946,0.945,0,0.94,70.44,0,66.62,-0.0097,0,1,B
s_1336,c_2,0.348,0.326,6,0.585,57.72,6,46.55,-0.1257,1,0,F
s_1337,c_1,0.851,0.632,0,0.632,69.88,0,65.07,0.0617,0,1,B
s_1338,c_2,0.595,0.567,1,0.653,61.02,1,57.13,0.0809,0,1,D
s_1339,c_3,0.905,0.897,0,0.938,85.53,0,85.21,0.1289,0,1,A
s_1340,c_3,0.668,0.759,0,0.717,73.01,2,57.98,0.0009,0,1,C
s_1341,c_1,0.577,0.727,1,0.807,60.65,1,69.93,-0.0252,0,1,C
s_1342,c_2,0.946,0.815,0,0.938,87.97,0,73.77,0.0585,0,1,A
s_1343,c_3,0.741,0.681,0,0.75,63.25,1,55.15,0.0166,0,1,C
s_1344,c_2,0.567,0.676,2,0.736,72.87,1,61.3,0.0422,0,1,C
s_1345,c_4,0.731,0.799,0,0.57,58.39,2,67.57,0.0371,0,1,C
s_1346,c_2,0.736,0.769,2,0.793,68.8,1,60.63,-0.0241,0,1,C
s_1347,c_1,0.828,1.0,0,1.0,77.95,0,80.07,0.0339,0,1,B
s_1348,c_2,0.57,0.689,3,0.662,40.0,3,82.41,0.0235,1,0,C
s_1349,c_3,0.734,0.951,1,0.612,53.19,1,66.59,-0.028,0,1,C
s_1350,c_2,0.911,0.691,2,0.578,57.61,3,54.95,0.2,1,1,C
s_1351,c_3,0.601,0.368,4,0.36,16.32,6,53.09,-0.1059,1,0,F
s_1352,c_5,0.604,0.811,2,0.832,71.83,0,57.25,-0.0336,0,1,C
s_1353,c_2,0.936,0.947,1,0.877,88.66,0,69.47,0.1103,0,1,A
s_1354,c_5,0.874,0.824,0,1.0,90.33,0,91.12,0.0052,0,1,A
s_1355,c_4,0.637,0.77,0,0.705,64.88,0,44.55,-0.0298,0,0,D
s_1356,c_2,0.939,0.836,0,0.922,73.39,0,62.8,0.0564,0,1,B
s_1357,c_3,0.569,0.604,2,0.765,66.43,1,63.52,-0.0203,0,1,C
s_1358,c_4,0.7,0.507,3,0.1,37.44,2,32.7,-0.1227,1,0,F
s_1359,c_1,0.736,0.695,1,0.706,78.21,1,78.23,-0.0373,0,1,B
s_1360,c_5,0.672,0.784,1,0.744,59.48,1,41.63,0.057,1,0,D
s_1361,c_3,0.691,0.75,1,0.821,90.0,0,75.2,0.0136,0,1,B
s_1362,c_5,0.655,0.601,0,0.733,56.39,0,64.01,-0.0661,0,1,C
s_1363,c_4,0.614,0.617,1,0.776,60.84,3,64.48,0.1103,0,1,C
s_1364,c_5,0.485,0.369,6,0.297,47.48,4,35.48,0.0199,1,0,F
s_1365,c_4,0.781,0.597,0,0.838,60.33,1,51.38,0.1107,0,1,C
s_1366,c_5,0.426,0.693,3,0.383,46.36,3,26.75,-0.0873,1,0,F
s_1367,c_1,0.406,0.396,5,0.702,22.06,2,41.24,-0.1154,1,0,F
s_1368,c_2,0.906,0.811,1,0.998,76.9,0,79.5,0.1009,0,1,A
s_1369,c_2,1.0,0.794,0,0.97,81.61,2,70.23,-0.0011,0,1,A
s_1370,c_1,0.995,0.951,2,1.0,76.05,0,76.2,0.0916,0,1,A
s_1371,c_2,0.98,0.818,0,0.865,96.93,1,75.82,-0.0145,0,1,A
s_1372,c_3,0.916,0.964,0,0.968,67.01,0,78.35,0.152,0,1,B
s_1373,c_4,0.836,0.706,1,0.806,43.44,2,69.63,0.0047,0,0,C
s_1374,c_1,0.956,0.966,1,0.968,83.03,0,73.1,0.1266,0,1,A
s_1375,c_4,0.835,0.688,0,0.72,62.54,0,60.32,0.1005,0,1,C
s_1376,c_3,0.7,0.619,2,0.748,62.95,1,61.21,-0.0286,0,1,C
s_1377,c_1,0.919,0.839,0,0.924,71.14,0,74.25,0.0768,0,1,B
s_1378,c_4,0.745,0.593,1,0.756,48.33,3,61.27,0.0998,0,0,D
s_1379,c_3,0.546,0.655,3,0.774,54.1,0,54.57,-0.0843,1,1,D
s_1380,c_3,0.872,0.975,0,0.881,90.67,0,77.26,0.1345,0,1,A
s_1381,c_1,0.64,0.548,2,0.809,66.69,2,83.5,0.0847,0,1,B
s_1382,c_1,0.906,0.642,2,0.949,87.8,1,61.94,0.0807,0,1,B
s_1383,c_1,0.372,0.405,3,0.49,37.24,2,46.05,-0.0558,0,1,F
s_1384,c_1,0.635,0.471,2,0.895,64.22,1,73.81,-0.0228,0,1,C
s_1385,c_2,0.638,0.793,0,0.703,60.3,1,72.69,0.0882,0,1,C
s_1386,c_3,0.743,0.824,2,0.674,62.62,1,72.97,-0.0072,0,1,C
s_1387,c_4,0.953,0.857,2,0.817,75.23,0,67.91,0.1265,0,1,B
s_1388,c_1,0.693,0.729,2,0.759,80.95,2,86.32,0.0312,0,1,A
s_1389,c_2,0.796,0.884,0,0.704,66.86,1,52.93,0.051,0,1,C
s_1390,c_2,0.192,0.338,6,0.337,49.22,2,22.26,-0.0862,1,0,F
s_1391,c_4,0.682,0.618,0,0.708,51.34,2,55.56,-0.0644,1,1,D
s_1392,c_5,0.698,0.823,1,0.858,55.16,1,56.75,-0.0882,0,1,D
s_1393,c_2,0.859,0.575,0,0.765,61.63,0,43.07,-0.045,0,0,D
s_1394,c_3,0.61,0.68,2,0.864,89.99,1,47.59,-0.1079,1,0,C
s_1395,c_5,0.14,0.402,4,0.476,56.46,5,33.5,-0.0781,1,0,F
s_1396,c_2,0.309,0.366,4,0.277,34.86,4,47.25,-0.0299,1,0,F
s_1397,c_2,0.746,0.796,1,0.75,59.32,2,70.89,-0.027,0,1,C
s_1398,c_3,0.653,0.727,1,0.79,46.92,0,72.94,0.0488,0,0,C
s_1399,c_2,1.0,0.524,1,0.792,62.64,1,66.18,-0.0249,0,1,B
s_1400,c_5,0.81,0.925,0,1.0,76.7,2,82.16,-0.0723,0,1,B
s_1401,c_4,0.417,0.486,3,0.669,42.82,5,19.39,-0.1537,0,0,F
s_1402,c_3,0.769,0.829,1,0.785,56.28,4,60.62,0.0608,0,1,C
s_1403,c_1,0.84,0.741,2,0.898,63.11,3,54.36,-0.0818,0,1,C
s_1404,c_3,0.777,0.787,1,0.716,63.52,1,54.19,0.0279,1,0,C
s_1405,c_1,0.183,0.115,2,0.599,51.35,3,57.25,-0.0991,1,1,F
s_1406,c_5,0.584,0.727,0,0.729,76.79,1,52.34,0.016,0,1,C
s_1407,c_5,0.945,0.912,0,0.964,78.99,0,78.65,0.0267,0,1,A
s_1408,c_4,0.276,0.25,4,0.562,61.78,4,52.96,0.0014,1,1,D
s_1409,c_5,0.969,0.792,0,0.968,90.87,0,58.7,0.0888,0,1,B
s_1410,c_1,0.829,0.616,0,0.857,70.54,2,69.12,0.0098,0,1,B
s_1411,c_2,0.48,0.438,2,0.271,48.43,5,35.06,-0.1258,1,0,F
s_1412,c_1,0.399,0.448,6,0.55,35.82,3,44.23,-0.0157,1,0,F
s_1413,c_3,0.639,0.829,1,0.773,64.55,0,51.45,-0.0712,0,1,D
s_1414,c_5,0.553,0.665,2,0.799,52.34,0,83.03,0.0385,0,1,C
s_1415,c_4,0.627,0.629,0,0.732,55.87,2,49.42,0.0425,1,0,D
s_1416,c_3,0.705,0.671,0,0.718,56.03,0,59.13,-0.0643,1,1,C
s_1417,c_4,0.77,0.595,1,0.641,72.94,2,64.38,-0.0082,0,1,B
s_1418,c_4,0.616,0.933,1,0.857,57.27,3,66.07,0.0451,0,1,C
s_1419,c_2,0.683,0.773,0,0.705,54.95,1,69.12,0.0727,0,1,C
s_1420,c_1,0.748,0.663,0,0.643,82.19,1,59.31,0.0361,0,1,B
s_1421,c_2,0.893,0.6,0,0.76,63.49,2,62.81,0.0017,0,1,C
s_1422,c_4,0.957,0.833,0,0.915,74.7,2,67.41,0.171,0,1,B
s_1423,c_1,0.846,0.805,2,0.67,54.4,1,63.75,-0.0275,0,1,C
s_1424,c_4,0.9,1.0,0,0.828,85.57,0,86.68,0.0981,0,1,A
s_1425,c_4,0.813,0.727,1,0.914,78.12,1,53.93,-0.0302,0,1,C
s_1426,c_3,0.81,0.734,3,0.811,56.31,2,65.62,0.0184,0,1,C
s_1427,c_2,0.622,0.1,2,0.698,37.96,4,30.46,-0.026,1,0,F
s_1428,c_5,0.671,0.572,1,0.763,57.82,1,54.81,0.0136,0,1,D
s_1429,c_4,0.797,0.985,2,0.809,57.34,0,93.74,0.0605,0,1,B
s_1430,c_2,0.889,0.77,0,0.915,85.01,2,97.94,0.1078,0,1,A
s_1431,c_1,0.713,0.791,0,0.725,63.9,1,58.44,0.0051,0,1,C
s_1432,c_3,0.665,0.903,0,0.732,46.54,4,62.24,-0.0468,0,0,D
s_1433,c_3,0.911,0.881,1,0.954,88.13,0,70.8,0.0665,0,1,A
s_1434,c_1,0.967,0.922,0,0.956,75.93,0,79.14,0.0565,0,1,A
s_1435,c_3,0.624,0.739,0,0.742,65.74,1,75.31,0.0761,0,1,C
s_1436,c_5,0.934,0.924,0,0.955,82.86,0,79.14,0.0211,0,1,A
s_1437,c_4,0.723,0.743,1,0.837,54.55,0,63.34,-0.0233,0,1,C
s_1438,c_1,0.517,0.953,1,0.771,60.12,1,61.03,0.1053,0,1,D
s_1439,c_1,0.979,0.889,0,0.885,81.56,0,82.27,0.1534,0,1,A
s_1440,c_2,0.936,0.92,2,0.744,81.03,1,79.25,0.0257,0,1,A
s_1441,c_4,0.318,0.294,2,0.431,45.96,4,47.68,-0.0723,1,0,F
s_1442,c_3,0.693,0.641,0,0.821,71.18,1,55.98,0.0041,0,1,C
s_1443,c_5,0.77,0.599,2,0.752,55.25,2,62.25,0.0543,0,1,C
s_1444,c_5,0.828,0.661,1,0.64,40.0,2,58.27,0.08,0,0,D
s_1445,c_1,0.51,0.482,6,0.545,65.0,4,44.86,-0.1017,1,0,D
s_1446,c_1,0.442,0.43,4,0.142,53.87,4,40.71,-0.0536,1,0,F
s_1447,c_5,0.541,0.698,2,0.772,59.21,0,41.77,0.0045,1,0,D
s_1448,c_5,0.786,0.604,0,0.714,69.15,3,76.52,-0.0425,0,1,B
s_1449,c_4,0.889,0.865,0,0.971,78.41,0,86.31,0.0275,0,1,A
s_1450,c_3,0.741,0.91,0,0.724,56.31,2,65.13,0.0707,0,1,C
s_1451,c_2,0.673,0.609,0,0.775,81.01,0,69.54,0.0015,0,1,B
s_1452,c_4,0.515,0.982,3,0.696,68.41,2,67.71,-0.0486,1,1,C
s_1453,c_1,0.295,0.544,4,0.572,44.85,2,49.14,-0.0573,1,0,F
s_1454,c_3,0.922,0.769,0,0.907,65.05,0,68.56,0.0599,0,1,B
s_1455,c_3,0.738,0.818,0,0.756,82.95,1,59.25,-0.0429,0,1,B
s_1456,c_4,0.884,0.85,0,0.929,79.77,2,78.48,0.1286,0,1,A
s_1457,c_2,0.619,0.498,0,0.644,64.9,1,75.3,-0.0297,0,1,C
s_1458,c_2,0.927,0.844,0,0.9,70.77,0,69.93,0.0952,0,1,B
s_1459,c_5,0.903,0.702,0,0.93,78.57,0,68.88,-0.0118,0,1,B
s_1460,c_3,0.853,0.826,0,0.77,80.07,0,79.09,0.0366,0,1,A
s_1461,c_3,0.715,0.67,1,0.903,76.22,2,57.96,-0.0065,0,1,C
s_1462,c_2,0.703,0.536,3,0.822,62.13,3,75.18,0.0847,0,1,C
s_1463,c_3,0.895,0.825,0,0.852,60.97,0,64.64,0.0852,0,1,C
s_1464,c_5,0.299,0.135,2,0.463,33.65,2,55.81,-0.1399,1,0,F
s_1465,c_5,0.821,0.555,2,0.742,64.78,2,62.52,-0.0004,0,1,C
s_1466,c_4,0.573,0.535,1,0.699,76.41,1,48.82,0.0632,1,0,C
s_1467,c_2,0.491,0.248,3,0.487,38.26,5,33.64,-0.0949,1,0,F
s_1468,c_1,0.814,0.97,0,0.909,84.02,2,64.88,0.0444,0,1,B
s_1469,c_5,0.424,0.246,3,0.56,29.71,5,37.95,0.0059,1,0,F
s_1470,c_1,0.904,0.903,0,0.931,78.1,0,85.09,0.0865,0,1,A
s_1471,c_3,0.55,0.441,4,0.441,36.18,3,10.0,-0.1973,1,0,F
s_1472,c_5,0.904,1.0,0,0.942,85.91,0,92.5,0.1283,0,1,A
s_1473,c_5,0.541,0.466,2,0.606,61.35,6,42.81,0.0422,1,0,D
s_1474,c_4,0.693,0.845,1,0.831,78.79,0,83.54,-0.0991,0,1,B
s_1475,c_5,0.514,0.575,5,0.501,41.74,2,37.77,-0.0282,1,0,F
s_1476,c_2,0.973,0.813,0,0.896,75.66,0,84.29,0.0629,0,1,A
s_1477,c_1,0.655,0.801,2,0.711,56.29,1,65.23,-0.0204,0,1,C
s_1478,c_3,0.541,0.217,4,0.682,46.02,4,29.08,-0.0705,1,0,F
s_1479,c_1,0.61,0.769,0,0.579,59.43,2,61.99,-0.0213,0,1,C
s_1480,c_2,0.627,0.791,1,0.94,63.76,3,47.57,-0.0373,0,0,D
s_1481,c_3,0.861,0.671,1,0.875,72.4,2,79.94,0.0257,0,1,B
s_1482,c_4,0.954,0.66,0,0.746,50.96,4,48.43,-0.1039,1,0,D
s_1483,c_5,0.737,0.657,0,0.644,43.97,3,50.06,-0.0063,1,0,D
s_1484,c_1,0.693,0.698,0,0.809,71.67,3,66.8,0.0606,0,1,C
s_1485,c_5,0.509,0.518,4,0.537,39.59,5,33.0,-0.1261,1,0,F
s_1486,c_2,0.918,0.916,0,0.917,74.71,1,74.22,0.0654,0,1,B
s_1487,c_4,0.708,0.675,1,0.74,74.9,2,67.7,-0.0218,0,1,B
s_1488,c_1,0.511,0.452,4,0.278,54.14,5,31.4,-0.0018,1,0,F
s_1489,c_4,0.318,0.661,2,0.335,31.46,3,27.06,-0.0621,1,0,F
s_1490,c_4,0.753,0.603,0,0.783,81.21,1,66.87,-0.0541,0,1,B
s_1491,c_5,0.787,0.677,1,0.815,67.54,3,35.0,0.0151,0,0,D
s_1492,c_5,0.697,0.873,0,0.853,61.63,2,55.56,-0.0109,0,1,C
s_1493,c_1,0.892,0.953,0,0.775,96.5,0,72.3,0.1093,0,1,A
s_1494,c_2,0.749,0.639,0,0.753,41.71,2,59.53,-0.0457,0,0,D
s_1495,c_1,0.683,0.678,0,0.709,81.09,2,70.32,0.0152,0,1,B
s_1496,c_5,0.738,0.801,0,0.908,61.9,2,72.69,0.0092,0,1,C
s_1497,c_2,0.957,0.914,0,0.906,86.53,0,73.8,0.0059,0,1,A
s_1498,c_4,0.515,0.7,3,0.384,59.65,5,36.04,-0.0946,1,0,F
s_1499,c_1,0.614,0.368,3,0.504,56.62,3,58.78,0.05,1,1,D
s_1500,c_2,1.0,0.896,1,0.854,53.39,0,68.28,0.0438,0,1,C
s_1501,c_4,0.748,0.863,2,0.628,78.63,2,68.58,-0.0935,0,1,B
s_1502,c_2,0.672,0.532,2,0.685,73.32,0,54.45,-0.0599,1,1,C
s_1503,c_3,0.748,0.731,1,0.737,56.48,0,72.71,-0.0348,0,1,C
s_1504,c_5,0.86,0.744,0,0.863,66.57,1,49.48,-0.0065,0,0,C
s_1505,c_1,0.976,0.897,0,0.833,74.42,0,73.15,0.0673,1,0,B
s_1506,c_5,0.387,0.387,6,0.341,44.31,4,33.55,-0.0694,1,0,F
s_1507,c_5,0.812,1.0,1,0.66,55.0,1,75.74,0.0353,0,1,C
s_1508,c_1,0.489,0.446,2,0.409,18.59,4,56.77,-0.1439,1,0,F
s_1509,c_5,0.52,0.872,0,0.639,73.67,0,82.44,0.0796,0,1,B
s_1510,c_2,0.856,0.664,2,0.566,56.85,1,49.94,0.0059,1,0,D
s_1511,c_2,0.763,0.789,1,0.795,65.19,4,68.7,-0.0234,0,1,C
s_1512,c_3,0.564,0.382,3,0.519,42.74,4,30.77,-0.0968,1,0,F
s_1513,c_3,0.397,0.255,3,0.345,46.94,3,56.2,-0.1834,1,0,F
s_1514,c_3,0.856,0.896,1,0.816,82.49,0,80.75,0.0173,0,1,A
s_1515,c_5,1.0,0.84,0,0.857,72.29,0,77.46,0.0132,0,1,B
s_1516,c_2,0.649,0.777,0,0.818,64.47,3,55.73,-0.0607,0,1,C
s_1517,c_5,0.734,0.956,1,0.8,71.57,1,63.51,0.0945,0,1,C
s_1518,c_3,0.253,0.569,2,0.553,37.64,6,10.0,-0.1168,1,0,F
s_1519,c_4,0.915,0.928,0,0.977,89.23,0,76.42,0.0898,0,1,A
s_1520,c_3,0.676,0.713,1,0.884,75.08,2,55.08,-0.0067,0,1,C
s_1521,c_4,0.712,0.623,0,0.554,76.61,2,70.71,-0.0893,0,1,B
s_1522,c_4,0.421,0.391,5,0.518,35.89,7,33.32,-0.0272,1,0,F
s_1523,c_4,0.782,0.444,1,0.758,65.37,1,67.82,0.003,0,1,C
s_1524,c_1,0.861,0.555,1,0.793,52.24,0,75.29,-0.1247,0,1,C
s_1525,c_5,0.63,0.657,1,0.93,65.71,1,58.51,-0.111,0,1,C
s_1526,c_1,0.598,0.687,0,0.727,63.58,3,81.79,0.0615,0,1,B
s_1527,c_4,0.665,0.78,1,0.59,51.8,2,44.59,-0.0596,1,0,D
s_1528,c_2,0.82,0.944,0,0.952,70.9,1,75.87,0.0971,0,1,B
s_1529,c_1,0.426,0.7,2,0.446,46.42,3,25.98,-0.0133,1,0,F
s_1530,c_1,0.831,0.683,3,0.709,71.44,1,57.79,0.0103,0,1,C
s_1531,c_2,0.605,0.552,5,0.426,31.86,6,37.98,-0.2123,1,0,F
s_1532,c_3,0.433,0.598,4,0.306,17.22,2,35.47,-0.1999,1,0,F
s_1533,c_4,0.581,0.627,3,0.718,65.14,0,60.08,0.0115,1,1,C
s_1534,c_5,0.656,0.371,1,0.598,74.48,0,53.71,0.033,0,1,C
s_1535,c_3,0.511,0.408,2,0.233,53.24,2,39.22,-0.0121,1,0,F
s_1536,c_1,0.593,0.655,1,0.768,60.86,1,73.42,0.0156,0,1,C
s_1537,c_2,0.888,0.854,0,0.925,81.39,0,69.54,0.1038,0,1,B
s_1538,c_5,0.787,0.841,1,0.692,65.91,2,71.27,0.0263,0,1,B
s_1539,c_2,0.993,0.927,0,0.977,75.52,0,60.63,0.0601,0,1,B
s_1540,c_3,0.1,0.447,4,0.307,48.86,5,48.32,-0.0988,1,0,F
s_1541,c_4,0.858,0.619,0,0.775,64.88,2,62.08,-0.0787,0,1,C
s_1542,c_3,0.872,0.816,0,0.776,64.2,0,74.07,0.0484,0,1,B
s_1543,c_2,0.848,0.3,0,0.768,78.45,0,60.36,0.0405,0,1,B
s_1544,c_1,0.712,0.475,1,0.704,79.91,3,59.01,0.0216,0,1,C
s_1545,c_4,0.68,0.611,2,0.734,64.75,1,62.64,-0.0262,0,1,C
s_1546,c_1,0.93,0.816,0,1.0,86.61,1,77.72,0.0457,0,1,A
s_1547,c_5,0.756,0.738,3,0.795,62.38,1,55.1,0.0144,0,1,C
s_1548,c_2,0.558,0.656,0,0.705,52.85,1,46.95,-0.0564,1,0,D
s_1549,c_1,0.741,0.633,1,0.709,66.45,0,62.82,0.0721,0,1,C
s_1550,c_2,0.543,0.744,3,0.799,72.55,0,61.8,-0.0486,0,1,C
s_1551,c_3,0.494,0.563,3,0.235,55.81,4,35.07,-0.0652,1,0,F
s_1552,c_2,0.817,0.619,0,0.753,70.17,1,55.55,-0.0012,0,1,C
s_1553,c_1,0.783,0.69,0,0.594,90.0,2,69.67,-0.0402,0,1,B
s_1554,c_3,0.454,0.276,5,0.31,22.58,2,45.8,-0.1446,1,0,F
s_1555,c_4,0.921,0.794,0,0.772,59.69,0,72.87,0.0724,0,1,B
s_1556,c_2,1.0,0.706,1,0.792,77.11,0,66.38,0.0964,0,1,B
s_1557,c_3,0.768,0.894,0,0.867,72.86,0,66.16,0.0437,0,1,B
s_1558,c_5,0.595,0.668,3,0.933,70.98,1,55.43,-0.0905,1,1,C
s_1559,c_5,0.755,0.551,1,0.828,70.95,0,72.23,-0.078,0,1,B
s_1560,c_3,0.761,1.0,1,0.696,62.91,0,40.58,-0.0436,0,0,D
s_1561,c_4,1.0,0.8,0,0.877,85.02,0,65.57,-0.0099,0,1,A
s_1562,c_1,1.0,0.896,0,0.95,85.17,0,75.5,0.0156,0,1,A
s_1563,c_5,0.889,0.897,0,0.891,76.91,0,65.76,0.1414,0,1,B
s_1564,c_4,0.655,0.761,2,0.762,64.06,1,61.65,0.1323,0,1,C
s_1565,c_1,0.755,0.829,0,0.763,74.06,3,65.73,0.0304,0,1,B
s_1566,c_2,0.724,0.831,0,0.959,64.65,0,60.33,0.0736,0,1,C
s_1567,c_5,0.681,0.725,2,0.802,61.53,2,52.17,0.0415,0,1,D
s_1568,c_1,0.547,0.285,4,0.474,32.25,7,19.22,-0.1403,1,0,F
s_1569,c_2,0.664,0.624,1,0.539,63.48,1,70.79,0.0519,0,1,C
s_1570,c_5,1.0,0.733,2,0.873,49.19,1,84.97,0.0525,0,0,B
s_1571,c_1,0.691,0.652,1,0.799,73.34,2,49.91,-0.093,0,0,C
s_1572,c_4,0.753,0.754,1,0.592,62.53,3,52.41,0.0237,0,1,C
s_1573,c_5,0.73,0.839,0,0.798,84.61,0,75.83,0.0273,1,1,B
s_1574,c_4,0.501,0.361,4,0.434,40.46,4,47.81,-0.1247,0,1,F
s_1575,c_2,0.698,0.543,6,0.602,59.55,4,65.0,-0.0525,1,1,C
s_1576,c_3,0.927,0.973,0,0.937,81.11,0,84.88,0.0363,0,1,A
s_1577,c_3,0.496,0.264,6,0.623,30.39,3,22.52,0.0,1,0,F
s_1578,c_1,0.784,0.66,2,0.694,64.67,2,55.06,0.0264,0,1,C
s_1579,c_3,0.938,0.723,2,0.841,63.66,2,89.41,-0.0065,0,1,B
s_1580,c_4,0.736,0.573,2,0.631,59.03,2,52.53,0.029,1,1,D
s_1581,c_5,0.343,0.473,2,0.573,54.81,5,38.37,0.05,1,0,F
s_1582,c_2,0.615,0.562,1,0.72,76.75,2,56.23,-0.0476,0,1,C
s_1583,c_1,0.984,0.772,2,0.982,71.03,1,63.98,-0.0064,0,1,B
s_1584,c_5,0.866,0.796,1,0.686,69.28,3,50.86,0.0234,0,1,C
s_1585,c_3,0.825,0.984,0,0.85,90.69,0,78.5,0.0562,0,1,A
s_1586,c_3,0.852,0.73,0,0.893,80.92,0,70.86,0.1016,0,1,B
s_1587,c_3,0.952,0.887,0,0.954,81.96,0,76.54,0.0364,0,1,A
s_1588,c_4,0.865,0.918,2,0.836,70.9,1,84.39,0.2178,0,1,B
s_1589,c_1,0.936,0.822,0,1.0,73.11,0,70.18,0.1332,0,1,B
s_1590,c_5,0.992,0.862,1,1.0,86.46,0,78.93,0.1031,0,1,A
s_1591,c_5,0.873,0.607,1,0.606,73.27,1,65.32,-0.0228,0,1,B
s_1592,c_4,0.87,0.942,1,0.975,73.49,0,74.43,0.159,0,1,B
s_1593,c_3,0.718,0.782,0,0.883,87.09,0,82.81,-0.043,0,1,A
s_1594,c_4,0.302,0.535,3,0.418,61.72,5,29.0,-0.187,1,0,F
s_1595,c_5,0.676,0.777,0,0.734,55.82,0,43.56,0.0165,1,0,D
s_1596,c_4,0.739,0.625,3,0.928,68.4,1,59.14,-0.0681,1,1,C
s_1597,c_3,0.806,0.848,1,0.921,70.32,0,69.62,0.1564,0,1,B
s_1598,c_2,0.849,0.872,0,0.955,89.34,1,68.64,0.0792,1,0,A
s_1599,c_2,0.969,0.934,0,0.767,78.8,0,73.41,0.0611,0,1,A
s_1600,c_1,0.768,0.995,0,0.913,69.73,2,85.1,-0.0,0,1,B
s_1601,c_2,0.823,0.509,2,0.746,62.02,0,47.03,-0.0982,1,0,C
s_1602,c_1,0.969,0.89,0,0.9,84.49,0,69.96,-0.0021,0,1,A
s_1603,c_1,0.875,0.865,0,0.988,79.67,2,64.64,-0.0085,0,1,B
s_1604,c_3,0.849,0.81,1,0.947,77.09,0,87.39,0.0789,0,1,A
s_1605,c_4,0.903,0.617,1,0.72,80.21,1,53.22,0.0275,0,1,B
s_1606,c_4,0.82,0.789,0,0.946,73.42,0,80.38,0.0565,0,1,B
s_1607,c_1,0.597,0.599,0,1.0,68.02,1,37.48,-0.0141,0,0,D
s_1608,c_2,0.675,0.655,3,0.813,76.12,1,73.12,0.0512,0,1,B
s_1609,c_2,0.8,0.607,1,0.814,66.54,0,59.79,-0.0108,1,0,C
s_1610,c_4,0.815,0.885,1,0.979,87.21,1,72.65,0.0492,0,1,A
s_1611,c_2,0.518,0.676,2,0.851,52.22,0,68.26,0.0254,0,1,D
s_1612,c_2,0.685,0.63,0,0.838,64.04,0,72.55,0.0777,0,1,C
s_1613,c_2,0.885,0.81,0,0.905,81.28,0,75.05,0.1355,0,1,A
s_1614,c_2,0.355,0.576,4,0.351,35.7,3,26.99,0.05,1,0,F
s_1615,c_3,0.372,0.543,4,0.369,58.48,5,36.24,-0.1002,1,0,F
s_1616,c_4,0.948,0.844,0,0.904,94.46,0,76.71,0.0717,0,1,A
s_1617,c_1,0.839,0.78,0,0.8,54.0,1,40.09,-0.067,0,0,D
s_1618,c_4,0.669,0.768,0,0.79,58.2,0,48.57,-0.0468,0,0,D
s_1619,c_1,0.539,0.842,1,0.668,60.73,0,65.46,-0.0307,0,1,C
s_1620,c_3,0.978,0.859,0,0.891,69.39,0,68.28,0.089,0,1,B
s_1621,c_3,1.0,0.765,1,0.854,83.51,0,85.58,0.1177,0,1,A
s_1622,c_5,0.719,0.654,0,0.663,76.11,2,76.53,0.0356,0,1,B
s_1623,c_5,0.753,0.602,0,0.824,57.94,2,61.1,0.0284,0,1,C
s_1624,c_5,0.814,0.515,1,0.848,62.5,1,57.01,0.0043,0,1,C
